,Weights,City
15191,"(2, 3, 1, 1, 1, 3)",Dresden
15192,"(2, 3, 1, 1, 2, 0)",Dresden
15193,"(2, 3, 1, 1, 2, 1)",Dresden
15194,"(2, 3, 1, 1, 2, 2)",Dresden
15195,"(2, 3, 1, 1, 2, 3)",Dresden
15196,"(2, 3, 1, 1, 3, 0)",Dresden
15197,"(2, 3, 1, 1, 3, 1)",Dresden
15198,"(2, 3, 1, 1, 3, 2)",Munich
15199,"(2, 3, 1, 1, 3, 3)",Dresden
15200,"(2, 3, 1, 2, 0, 0)",Glasgow
15201,"(2, 3, 1, 2, 0, 1)",Brussels
15202,"(2, 3, 1, 2, 0, 2)",Glasgow
15203,"(2, 3, 1, 2, 0, 3)",Glasgow
15204,"(2, 3, 1, 2, 1, 0)",Glasgow
15205,"(2, 3, 1, 2, 1, 1)",Stuttgart
15206,"(2, 3, 1, 2, 1, 2)",Glasgow
15207,"(2, 3, 1, 2, 1, 3)",Stuttgart
15208,"(2, 3, 1, 2, 2, 0)",Munich
15209,"(2, 3, 1, 2, 2, 1)",Dresden
15210,"(2, 3, 1, 2, 2, 2)",Dresden
15211,"(2, 3, 1, 2, 2, 3)",Stuttgart
15212,"(2, 3, 1, 2, 3, 0)",Dresden
15213,"(2, 3, 1, 2, 3, 1)",Dresden
15214,"(2, 3, 1, 2, 3, 2)",Dresden
15215,"(2, 3, 1, 2, 3, 3)",Dresden
15216,"(2, 3, 1, 3, 0, 0)",Dresden
15217,"(2, 3, 1, 3, 0, 1)",Glasgow
15218,"(2, 3, 1, 3, 0, 2)",Glasgow
15219,"(2, 3, 1, 3, 0, 3)",Glasgow
15220,"(2, 3, 1, 3, 1, 0)",Dresden
15221,"(2, 3, 1, 3, 1, 1)",Glasgow
15222,"(2, 3, 1, 3, 1, 2)",Glasgow
15223,"(2, 3, 1, 3, 1, 3)",Glasgow
15224,"(2, 3, 1, 3, 2, 0)",Munich
15225,"(2, 3, 1, 3, 2, 1)",Canberra
15226,"(2, 3, 1, 3, 2, 2)",Dresden
15227,"(2, 3, 1, 3, 2, 3)",Munich
15228,"(2, 3, 1, 3, 3, 0)",Munich
15229,"(2, 3, 1, 3, 3, 1)",Munich
15230,"(2, 3, 1, 3, 3, 2)",Dresden
15231,"(2, 3, 1, 3, 3, 3)",Dresden
15232,"(2, 3, 2, 0, 0, 0)",Glasgow
15233,"(2, 3, 2, 0, 0, 1)",Glasgow
15234,"(2, 3, 2, 0, 0, 2)",Brussels
15235,"(2, 3, 2, 0, 0, 3)",Glasgow
15236,"(2, 3, 2, 0, 1, 0)",Glasgow
15237,"(2, 3, 2, 0, 1, 1)",Glasgow
15238,"(2, 3, 2, 0, 1, 2)",Glasgow
15239,"(2, 3, 2, 0, 1, 3)",Glasgow
15240,"(2, 3, 2, 0, 2, 0)",Dresden
15241,"(2, 3, 2, 0, 2, 1)",Canberra
15242,"(2, 3, 2, 0, 2, 2)",Leeds
15243,"(2, 3, 2, 0, 2, 3)",Glasgow
15244,"(2, 3, 2, 0, 3, 0)",Nashville
15245,"(2, 3, 2, 0, 3, 1)",Dresden
15246,"(2, 3, 2, 0, 3, 2)",Dresden
15247,"(2, 3, 2, 0, 3, 3)",Dresden
15248,"(2, 3, 2, 1, 0, 0)",Canberra
15249,"(2, 3, 2, 1, 0, 1)",Glasgow
15250,"(2, 3, 2, 1, 0, 2)",Glasgow
15251,"(2, 3, 2, 1, 0, 3)",Glasgow
15252,"(2, 3, 2, 1, 1, 0)",Glasgow
15253,"(2, 3, 2, 1, 1, 1)",Glasgow
15254,"(2, 3, 2, 1, 1, 2)",Glasgow
15255,"(2, 3, 2, 1, 1, 3)",Brussels
15256,"(2, 3, 2, 1, 2, 0)",Dresden
15257,"(2, 3, 2, 1, 2, 1)",Dresden
15258,"(2, 3, 2, 1, 2, 2)",Dresden
15259,"(2, 3, 2, 1, 2, 3)",Dresden
15260,"(2, 3, 2, 1, 3, 0)",Dresden
15261,"(2, 3, 2, 1, 3, 1)",Dresden
15262,"(2, 3, 2, 1, 3, 2)",Dresden
15263,"(2, 3, 2, 1, 3, 3)",Bergen
15264,"(2, 3, 2, 2, 0, 0)",Glasgow
15265,"(2, 3, 2, 2, 0, 1)",Glasgow
15266,"(2, 3, 2, 2, 0, 2)",Glasgow
15267,"(2, 3, 2, 2, 0, 3)",Brussels
15268,"(2, 3, 2, 2, 1, 0)",Glasgow
15269,"(2, 3, 2, 2, 1, 1)",Glasgow
15270,"(2, 3, 2, 2, 1, 2)",Glasgow
15271,"(2, 3, 2, 2, 1, 3)",Brussels
15272,"(2, 3, 2, 2, 2, 0)",Dresden
15273,"(2, 3, 2, 2, 2, 1)",Bergen
15274,"(2, 3, 2, 2, 2, 2)",Glasgow
15275,"(2, 3, 2, 2, 2, 3)",Glasgow
15276,"(2, 3, 2, 2, 3, 0)",Dresden
15277,"(2, 3, 2, 2, 3, 1)",Aachen
15278,"(2, 3, 2, 2, 3, 2)",Dresden
15279,"(2, 3, 2, 2, 3, 3)",Dresden
15280,"(2, 3, 2, 3, 0, 0)",Glasgow
15281,"(2, 3, 2, 3, 0, 1)",Canberra
15282,"(2, 3, 2, 3, 0, 2)",Glasgow
15283,"(2, 3, 2, 3, 0, 3)",Canberra
15284,"(2, 3, 2, 3, 1, 0)",Glasgow
15285,"(2, 3, 2, 3, 1, 1)",Dresden
15286,"(2, 3, 2, 3, 1, 2)",Glasgow
15287,"(2, 3, 2, 3, 1, 3)",Dresden
15288,"(2, 3, 2, 3, 2, 0)",Dresden
15289,"(2, 3, 2, 3, 2, 1)",Dresden
15290,"(2, 3, 2, 3, 2, 2)",Dresden
15291,"(2, 3, 2, 3, 2, 3)",Glasgow
15292,"(2, 3, 2, 3, 3, 0)",Dresden
15293,"(2, 3, 2, 3, 3, 1)",Dresden
15294,"(2, 3, 2, 3, 3, 2)",Bergen
15295,"(2, 3, 2, 3, 3, 3)",Dresden
15296,"(2, 3, 3, 0, 0, 0)",Glasgow
15297,"(2, 3, 3, 0, 0, 1)",Glasgow
15298,"(2, 3, 3, 0, 0, 2)",Glasgow
15299,"(2, 3, 3, 0, 0, 3)",Glasgow
15300,"(2, 3, 3, 0, 1, 0)",Glasgow
15301,"(2, 3, 3, 0, 1, 1)",Dresden
15302,"(2, 3, 3, 0, 1, 2)",Brussels
15303,"(2, 3, 3, 0, 1, 3)",Manchester
15304,"(2, 3, 3, 0, 2, 0)",Canberra
15305,"(2, 3, 3, 0, 2, 1)",Manchester
15306,"(2, 3, 3, 0, 2, 2)",Dresden
15307,"(2, 3, 3, 0, 2, 3)",Glasgow
15308,"(2, 3, 3, 0, 3, 0)",Aachen
15309,"(2, 3, 3, 0, 3, 1)",Aachen
15310,"(2, 3, 3, 0, 3, 2)",Aachen
15311,"(2, 3, 3, 0, 3, 3)",Leeds
15312,"(2, 3, 3, 1, 0, 0)",Canberra
15313,"(2, 3, 3, 1, 0, 1)",Glasgow
15314,"(2, 3, 3, 1, 0, 2)",Glasgow
15315,"(2, 3, 3, 1, 0, 3)",Glasgow
15316,"(2, 3, 3, 1, 1, 0)",Glasgow
15317,"(2, 3, 3, 1, 1, 1)",Glasgow
15318,"(2, 3, 3, 1, 1, 2)",Brussels
15319,"(2, 3, 3, 1, 1, 3)",Brussels
15320,"(2, 3, 3, 1, 2, 0)",Dresden
15321,"(2, 3, 3, 1, 2, 1)",Glasgow
15322,"(2, 3, 3, 1, 2, 2)",Dresden
15323,"(2, 3, 3, 1, 2, 3)",Dresden
15324,"(2, 3, 3, 1, 3, 0)",Dresden
15325,"(2, 3, 3, 1, 3, 1)",Aachen
15326,"(2, 3, 3, 1, 3, 2)",Bergen
15327,"(2, 3, 3, 1, 3, 3)",Dresden
15328,"(2, 3, 3, 2, 0, 0)",Canberra
15329,"(2, 3, 3, 2, 0, 1)",Glasgow
15330,"(2, 3, 3, 2, 0, 2)",Glasgow
15331,"(2, 3, 3, 2, 0, 3)",Glasgow
15332,"(2, 3, 3, 2, 1, 0)",Dresden
15333,"(2, 3, 3, 2, 1, 1)",Glasgow
15334,"(2, 3, 3, 2, 1, 2)",Glasgow
15335,"(2, 3, 3, 2, 1, 3)",Glasgow
15336,"(2, 3, 3, 2, 2, 0)",Canberra
15337,"(2, 3, 3, 2, 2, 1)",Dresden
15338,"(2, 3, 3, 2, 2, 2)",Dresden
15339,"(2, 3, 3, 2, 2, 3)",Glasgow
15340,"(2, 3, 3, 2, 3, 0)",Stuttgart
15341,"(2, 3, 3, 2, 3, 1)",Dresden
15342,"(2, 3, 3, 2, 3, 2)",Aachen
15343,"(2, 3, 3, 2, 3, 3)",Oxford
15344,"(2, 3, 3, 3, 0, 0)",Glasgow
15345,"(2, 3, 3, 3, 0, 1)",Canberra
15346,"(2, 3, 3, 3, 0, 2)",Canberra
15347,"(2, 3, 3, 3, 0, 3)",Glasgow
15348,"(2, 3, 3, 3, 1, 0)",Canberra
15349,"(2, 3, 3, 3, 1, 1)",Canberra
15350,"(2, 3, 3, 3, 1, 2)",Glasgow
15351,"(2, 3, 3, 3, 1, 3)",Glasgow
15352,"(2, 3, 3, 3, 2, 0)",Dresden
15353,"(2, 3, 3, 3, 2, 1)",Dresden
15354,"(2, 3, 3, 3, 2, 2)",Dresden
15355,"(2, 3, 3, 3, 2, 3)",Dresden
15356,"(2, 3, 3, 3, 3, 0)",Dresden
15357,"(2, 3, 3, 3, 3, 1)",Dresden
15358,"(2, 3, 3, 3, 3, 2)",Dresden
15359,"(2, 3, 3, 3, 3, 3)",Bergen
15360,"(3, 0, 0, 0, 0, 0)",Lausanne
15361,"(3, 0, 0, 0, 0, 1)",Ottawa
15362,"(3, 0, 0, 0, 0, 2)",Ottawa
15363,"(3, 0, 0, 0, 0, 3)",Lausanne
15364,"(3, 0, 0, 0, 1, 0)",Ottawa
15365,"(3, 0, 0, 0, 1, 1)",Ottawa
15366,"(3, 0, 0, 0, 1, 2)",Lausanne
15367,"(3, 0, 0, 0, 1, 3)",Lausanne
15368,"(3, 0, 0, 0, 2, 0)",Ottawa
15369,"(3, 0, 0, 0, 2, 1)",Ottawa
15370,"(3, 0, 0, 0, 2, 2)",Dresden
15371,"(3, 0, 0, 0, 2, 3)",Lausanne
15372,"(3, 0, 0, 0, 3, 0)",Ottawa
15373,"(3, 0, 0, 0, 3, 1)",Ottawa
15374,"(3, 0, 0, 0, 3, 2)",Dresden
15375,"(3, 0, 0, 0, 3, 3)",Lausanne
15376,"(3, 0, 0, 1, 0, 0)",Lausanne
15377,"(3, 0, 0, 1, 0, 1)",Ottawa
15378,"(3, 0, 0, 1, 0, 2)",Ottawa
15379,"(3, 0, 0, 1, 0, 3)",Lausanne
15380,"(3, 0, 0, 1, 1, 0)",Dresden
15381,"(3, 0, 0, 1, 1, 1)",Ottawa
15382,"(3, 0, 0, 1, 1, 2)",Lausanne
15383,"(3, 0, 0, 1, 1, 3)",Lausanne
15384,"(3, 0, 0, 1, 2, 0)",Ottawa
15385,"(3, 0, 0, 1, 2, 1)",Ottawa
15386,"(3, 0, 0, 1, 2, 2)",Luxembourg
15387,"(3, 0, 0, 1, 2, 3)",Lausanne
15388,"(3, 0, 0, 1, 3, 0)",Ottawa
15389,"(3, 0, 0, 1, 3, 1)",Ottawa
15390,"(3, 0, 0, 1, 3, 2)",Ottawa
15391,"(3, 0, 0, 1, 3, 3)",Ottawa
15392,"(3, 0, 0, 2, 0, 0)",Lausanne
15393,"(3, 0, 0, 2, 0, 1)",Lausanne
15394,"(3, 0, 0, 2, 0, 2)",Lausanne
15395,"(3, 0, 0, 2, 0, 3)",Lausanne
15396,"(3, 0, 0, 2, 1, 0)",Ottawa
15397,"(3, 0, 0, 2, 1, 1)",Ottawa
15398,"(3, 0, 0, 2, 1, 2)",Ottawa
15399,"(3, 0, 0, 2, 1, 3)",The Hague
15400,"(3, 0, 0, 2, 2, 0)",Ottawa
15401,"(3, 0, 0, 2, 2, 1)",Dresden
15402,"(3, 0, 0, 2, 2, 2)",Ottawa
15403,"(3, 0, 0, 2, 2, 3)",Ottawa
15404,"(3, 0, 0, 2, 3, 0)",Ottawa
15405,"(3, 0, 0, 2, 3, 1)",Dresden
15406,"(3, 0, 0, 2, 3, 2)",Lausanne
15407,"(3, 0, 0, 2, 3, 3)",Ottawa
15408,"(3, 0, 0, 3, 0, 0)",Lausanne
15409,"(3, 0, 0, 3, 0, 1)",Ottawa
15410,"(3, 0, 0, 3, 0, 2)",Ottawa
15411,"(3, 0, 0, 3, 0, 3)",Lausanne
15412,"(3, 0, 0, 3, 1, 0)",Ottawa
15413,"(3, 0, 0, 3, 1, 1)",Basel
15414,"(3, 0, 0, 3, 1, 2)",Ottawa
15415,"(3, 0, 0, 3, 1, 3)",Lausanne
15416,"(3, 0, 0, 3, 2, 0)",Dresden
15417,"(3, 0, 0, 3, 2, 1)",Dresden
15418,"(3, 0, 0, 3, 2, 2)",Dresden
15419,"(3, 0, 0, 3, 2, 3)",Lausanne
15420,"(3, 0, 0, 3, 3, 0)",Ottawa
15421,"(3, 0, 0, 3, 3, 1)",Dresden
15422,"(3, 0, 0, 3, 3, 2)",Dresden
15423,"(3, 0, 0, 3, 3, 3)",Lausanne
15424,"(3, 0, 1, 0, 0, 0)",Nashville
15425,"(3, 0, 1, 0, 0, 1)",Glasgow
15426,"(3, 0, 1, 0, 0, 2)",Ottawa
15427,"(3, 0, 1, 0, 0, 3)",Glasgow
15428,"(3, 0, 1, 0, 1, 0)",Nashville
15429,"(3, 0, 1, 0, 1, 1)",Dresden
15430,"(3, 0, 1, 0, 1, 2)",Nashville
15431,"(3, 0, 1, 0, 1, 3)",Ottawa
15432,"(3, 0, 1, 0, 2, 0)",Dresden
15433,"(3, 0, 1, 0, 2, 1)",Dresden
15434,"(3, 0, 1, 0, 2, 2)",Ottawa
15435,"(3, 0, 1, 0, 2, 3)",Manchester
15436,"(3, 0, 1, 0, 3, 0)",Abu Dhabi
15437,"(3, 0, 1, 0, 3, 1)",Dresden
15438,"(3, 0, 1, 0, 3, 2)",Dresden
15439,"(3, 0, 1, 0, 3, 3)",Dresden
15440,"(3, 0, 1, 1, 0, 0)",Ottawa
15441,"(3, 0, 1, 1, 0, 1)",Nashville
15442,"(3, 0, 1, 1, 0, 2)",Dresden
15443,"(3, 0, 1, 1, 0, 3)",Glasgow
15444,"(3, 0, 1, 1, 1, 0)",Nashville
15445,"(3, 0, 1, 1, 1, 1)",Dresden
15446,"(3, 0, 1, 1, 1, 2)",Nashville
15447,"(3, 0, 1, 1, 1, 3)",Dresden
15448,"(3, 0, 1, 1, 2, 0)",Ottawa
15449,"(3, 0, 1, 1, 2, 1)",Aachen
15450,"(3, 0, 1, 1, 2, 2)",Dresden
15451,"(3, 0, 1, 1, 2, 3)",Manchester
15452,"(3, 0, 1, 1, 3, 0)",Ottawa
15453,"(3, 0, 1, 1, 3, 1)",Ottawa
15454,"(3, 0, 1, 1, 3, 2)",Dresden
15455,"(3, 0, 1, 1, 3, 3)",Dresden
15456,"(3, 0, 1, 2, 0, 0)",Ottawa
15457,"(3, 0, 1, 2, 0, 1)",Dresden
15458,"(3, 0, 1, 2, 0, 2)",Glasgow
15459,"(3, 0, 1, 2, 0, 3)",Glasgow
15460,"(3, 0, 1, 2, 1, 0)",Ottawa
15461,"(3, 0, 1, 2, 1, 1)",Dresden
15462,"(3, 0, 1, 2, 1, 2)",Ottawa
15463,"(3, 0, 1, 2, 1, 3)",Lausanne
15464,"(3, 0, 1, 2, 2, 0)",Ottawa
15465,"(3, 0, 1, 2, 2, 1)",Dresden
15466,"(3, 0, 1, 2, 2, 2)",Dresden
15467,"(3, 0, 1, 2, 2, 3)",Leicester
15468,"(3, 0, 1, 2, 3, 0)",Dresden
15469,"(3, 0, 1, 2, 3, 1)",Ottawa
15470,"(3, 0, 1, 2, 3, 2)",Dresden
15471,"(3, 0, 1, 2, 3, 3)",Dresden
15472,"(3, 0, 1, 3, 0, 0)",Ottawa
15473,"(3, 0, 1, 3, 0, 1)",Nashville
15474,"(3, 0, 1, 3, 0, 2)",Glasgow
15475,"(3, 0, 1, 3, 0, 3)",Glasgow
15476,"(3, 0, 1, 3, 1, 0)",Dresden
15477,"(3, 0, 1, 3, 1, 1)",Ottawa
15478,"(3, 0, 1, 3, 1, 2)",Nashville
15479,"(3, 0, 1, 3, 1, 3)",Dresden
15480,"(3, 0, 1, 3, 2, 0)",Ottawa
15481,"(3, 0, 1, 3, 2, 1)",Dresden
15482,"(3, 0, 1, 3, 2, 2)",Ottawa
15483,"(3, 0, 1, 3, 2, 3)",Dresden
15484,"(3, 0, 1, 3, 3, 0)",Dresden
15485,"(3, 0, 1, 3, 3, 1)",Ottawa
15486,"(3, 0, 1, 3, 3, 2)",Dresden
15487,"(3, 0, 1, 3, 3, 3)",Dresden
15488,"(3, 0, 2, 0, 0, 0)",Glasgow
15489,"(3, 0, 2, 0, 0, 1)",Glasgow
15490,"(3, 0, 2, 0, 0, 2)",Glasgow
15491,"(3, 0, 2, 0, 0, 3)",Dresden
15492,"(3, 0, 2, 0, 1, 0)",Ottawa
15493,"(3, 0, 2, 0, 1, 1)",Manchester
15494,"(3, 0, 2, 0, 1, 2)",Dresden
15495,"(3, 0, 2, 0, 1, 3)",Dresden
15496,"(3, 0, 2, 0, 2, 0)",Nashville
15497,"(3, 0, 2, 0, 2, 1)",Nashville
15498,"(3, 0, 2, 0, 2, 2)",Manchester
15499,"(3, 0, 2, 0, 2, 3)",Dresden
15500,"(3, 0, 2, 0, 3, 0)",Nashville
15501,"(3, 0, 2, 0, 3, 1)",Dresden
15502,"(3, 0, 2, 0, 3, 2)",Dresden
15503,"(3, 0, 2, 0, 3, 3)",Manchester
15504,"(3, 0, 2, 1, 0, 0)",Glasgow
15505,"(3, 0, 2, 1, 0, 1)",Nashville
15506,"(3, 0, 2, 1, 0, 2)",Glasgow
15507,"(3, 0, 2, 1, 0, 3)",Glasgow
15508,"(3, 0, 2, 1, 1, 0)",Dresden
15509,"(3, 0, 2, 1, 1, 1)",Nashville
15510,"(3, 0, 2, 1, 1, 2)",Manchester
15511,"(3, 0, 2, 1, 1, 3)",Manchester
15512,"(3, 0, 2, 1, 2, 0)",Nashville
15513,"(3, 0, 2, 1, 2, 1)",Dresden
15514,"(3, 0, 2, 1, 2, 2)",Dresden
15515,"(3, 0, 2, 1, 2, 3)",Dresden
15516,"(3, 0, 2, 1, 3, 0)",Dresden
15517,"(3, 0, 2, 1, 3, 1)",Nashville
15518,"(3, 0, 2, 1, 3, 2)",Dresden
15519,"(3, 0, 2, 1, 3, 3)",Dresden
15520,"(3, 0, 2, 2, 0, 0)",Dresden
15521,"(3, 0, 2, 2, 0, 1)",Glasgow
15522,"(3, 0, 2, 2, 0, 2)",Ottawa
15523,"(3, 0, 2, 2, 0, 3)",Glasgow
15524,"(3, 0, 2, 2, 1, 0)",Dresden
15525,"(3, 0, 2, 2, 1, 1)",Nashville
15526,"(3, 0, 2, 2, 1, 2)",Nashville
15527,"(3, 0, 2, 2, 1, 3)",Manchester
15528,"(3, 0, 2, 2, 2, 0)",Dresden
15529,"(3, 0, 2, 2, 2, 1)",Dresden
15530,"(3, 0, 2, 2, 2, 2)",Nashville
15531,"(3, 0, 2, 2, 2, 3)",Nashville
15532,"(3, 0, 2, 2, 3, 0)",Dresden
15533,"(3, 0, 2, 2, 3, 1)",Ottawa
15534,"(3, 0, 2, 2, 3, 2)",Dresden
15535,"(3, 0, 2, 2, 3, 3)",Manchester
15536,"(3, 0, 2, 3, 0, 0)",Glasgow
15537,"(3, 0, 2, 3, 0, 1)",Dresden
15538,"(3, 0, 2, 3, 0, 2)",Glasgow
15539,"(3, 0, 2, 3, 0, 3)",Glasgow
15540,"(3, 0, 2, 3, 1, 0)",Dresden
15541,"(3, 0, 2, 3, 1, 1)",Dresden
15542,"(3, 0, 2, 3, 1, 2)",Ottawa
15543,"(3, 0, 2, 3, 1, 3)",Manchester
15544,"(3, 0, 2, 3, 2, 0)",Ottawa
15545,"(3, 0, 2, 3, 2, 1)",Dresden
15546,"(3, 0, 2, 3, 2, 2)",Ottawa
15547,"(3, 0, 2, 3, 2, 3)",Ottawa
15548,"(3, 0, 2, 3, 3, 0)",Dresden
15549,"(3, 0, 2, 3, 3, 1)",Manchester
15550,"(3, 0, 2, 3, 3, 2)",Dresden
15551,"(3, 0, 2, 3, 3, 3)",Ottawa
15552,"(3, 0, 3, 0, 0, 0)",Glasgow
15553,"(3, 0, 3, 0, 0, 1)",Nashville
15554,"(3, 0, 3, 0, 0, 2)",Glasgow
15555,"(3, 0, 3, 0, 0, 3)",Dresden
15556,"(3, 0, 3, 0, 1, 0)",Nashville
15557,"(3, 0, 3, 0, 1, 1)",Nashville
15558,"(3, 0, 3, 0, 1, 2)",Manchester
15559,"(3, 0, 3, 0, 1, 3)",Manchester
15560,"(3, 0, 3, 0, 2, 0)",Nashville
15561,"(3, 0, 3, 0, 2, 1)",Nashville
15562,"(3, 0, 3, 0, 2, 2)",Manchester
15563,"(3, 0, 3, 0, 2, 3)",Nashville
15564,"(3, 0, 3, 0, 3, 0)",Nashville
15565,"(3, 0, 3, 0, 3, 1)",Nashville
15566,"(3, 0, 3, 0, 3, 2)",Nashville
15567,"(3, 0, 3, 0, 3, 3)",Dresden
15568,"(3, 0, 3, 1, 0, 0)",Glasgow
15569,"(3, 0, 3, 1, 0, 1)",Glasgow
15570,"(3, 0, 3, 1, 0, 2)",Glasgow
15571,"(3, 0, 3, 1, 0, 3)",Glasgow
15572,"(3, 0, 3, 1, 1, 0)",Nashville
15573,"(3, 0, 3, 1, 1, 1)",Nashville
15574,"(3, 0, 3, 1, 1, 2)",Glasgow
15575,"(3, 0, 3, 1, 1, 3)",Dresden
15576,"(3, 0, 3, 1, 2, 0)",Dresden
15577,"(3, 0, 3, 1, 2, 1)",Glasgow
15578,"(3, 0, 3, 1, 2, 2)",Dresden
15579,"(3, 0, 3, 1, 2, 3)",Nashville
15580,"(3, 0, 3, 1, 3, 0)",Dresden
15581,"(3, 0, 3, 1, 3, 1)",Ottawa
15582,"(3, 0, 3, 1, 3, 2)",Dresden
15583,"(3, 0, 3, 1, 3, 3)",Dresden
15584,"(3, 0, 3, 2, 0, 0)",Glasgow
15585,"(3, 0, 3, 2, 0, 1)",Glasgow
15586,"(3, 0, 3, 2, 0, 2)",Glasgow
15587,"(3, 0, 3, 2, 0, 3)",Manchester
15588,"(3, 0, 3, 2, 1, 0)",Ottawa
15589,"(3, 0, 3, 2, 1, 1)",Dresden
15590,"(3, 0, 3, 2, 1, 2)",Manchester
15591,"(3, 0, 3, 2, 1, 3)",Glasgow
15592,"(3, 0, 3, 2, 2, 0)",Manchester
15593,"(3, 0, 3, 2, 2, 1)",Nashville
15594,"(3, 0, 3, 2, 2, 2)",Dresden
15595,"(3, 0, 3, 2, 2, 3)",Manchester
15596,"(3, 0, 3, 2, 3, 0)",Dresden
15597,"(3, 0, 3, 2, 3, 1)",Dresden
15598,"(3, 0, 3, 2, 3, 2)",Nashville
15599,"(3, 0, 3, 2, 3, 3)",Dresden
15600,"(3, 0, 3, 3, 0, 0)",Glasgow
15601,"(3, 0, 3, 3, 0, 1)",Nashville
15602,"(3, 0, 3, 3, 0, 2)",Dresden
15603,"(3, 0, 3, 3, 0, 3)",Glasgow
15604,"(3, 0, 3, 3, 1, 0)",Nashville
15605,"(3, 0, 3, 3, 1, 1)",Dresden
15606,"(3, 0, 3, 3, 1, 2)",Nashville
15607,"(3, 0, 3, 3, 1, 3)",Ottawa
15608,"(3, 0, 3, 3, 2, 0)",Nashville
15609,"(3, 0, 3, 3, 2, 1)",Dresden
15610,"(3, 0, 3, 3, 2, 2)",Nashville
15611,"(3, 0, 3, 3, 2, 3)",Manchester
15612,"(3, 0, 3, 3, 3, 0)",Dresden
15613,"(3, 0, 3, 3, 3, 1)",Dresden
15614,"(3, 0, 3, 3, 3, 2)",Berlin
15615,"(3, 0, 3, 3, 3, 3)",Manchester
15616,"(3, 1, 0, 0, 0, 0)",Ottawa
15617,"(3, 1, 0, 0, 0, 1)",Lausanne
15618,"(3, 1, 0, 0, 0, 2)",Lausanne
15619,"(3, 1, 0, 0, 0, 3)",Lausanne
15620,"(3, 1, 0, 0, 1, 0)",Lausanne
15621,"(3, 1, 0, 0, 1, 1)",Ottawa
15622,"(3, 1, 0, 0, 1, 2)",Lausanne
15623,"(3, 1, 0, 0, 1, 3)",Lausanne
15624,"(3, 1, 0, 0, 2, 0)",Ottawa
15625,"(3, 1, 0, 0, 2, 1)",Dresden
15626,"(3, 1, 0, 0, 2, 2)",Dresden
15627,"(3, 1, 0, 0, 2, 3)",Lausanne
15628,"(3, 1, 0, 0, 3, 0)",Dresden
15629,"(3, 1, 0, 0, 3, 1)",Dresden
15630,"(3, 1, 0, 0, 3, 2)",Dresden
15631,"(3, 1, 0, 0, 3, 3)",Ottawa
15632,"(3, 1, 0, 1, 0, 0)",Glasgow
15633,"(3, 1, 0, 1, 0, 1)",Basel
15634,"(3, 1, 0, 1, 0, 2)",Lausanne
15635,"(3, 1, 0, 1, 0, 3)",Brussels
15636,"(3, 1, 0, 1, 1, 0)",Dresden
15637,"(3, 1, 0, 1, 1, 1)",Dresden
15638,"(3, 1, 0, 1, 1, 2)",Lausanne
15639,"(3, 1, 0, 1, 1, 3)",Lausanne
15640,"(3, 1, 0, 1, 2, 0)",Dresden
15641,"(3, 1, 0, 1, 2, 1)",Ottawa
15642,"(3, 1, 0, 1, 2, 2)",Lausanne
15643,"(3, 1, 0, 1, 2, 3)",Ottawa
15644,"(3, 1, 0, 1, 3, 0)",Dresden
15645,"(3, 1, 0, 1, 3, 1)",Dresden
15646,"(3, 1, 0, 1, 3, 2)",Dresden
15647,"(3, 1, 0, 1, 3, 3)",Dresden
15648,"(3, 1, 0, 2, 0, 0)",Lausanne
15649,"(3, 1, 0, 2, 0, 1)",Ottawa
15650,"(3, 1, 0, 2, 0, 2)",Lausanne
15651,"(3, 1, 0, 2, 0, 3)",Lausanne
15652,"(3, 1, 0, 2, 1, 0)",Basel
15653,"(3, 1, 0, 2, 1, 1)",Basel
15654,"(3, 1, 0, 2, 1, 2)",Dresden
15655,"(3, 1, 0, 2, 1, 3)",Lausanne
15656,"(3, 1, 0, 2, 2, 0)",Dresden
15657,"(3, 1, 0, 2, 2, 1)",Ottawa
15658,"(3, 1, 0, 2, 2, 2)",Ottawa
15659,"(3, 1, 0, 2, 2, 3)",Ottawa
15660,"(3, 1, 0, 2, 3, 0)",Dresden
15661,"(3, 1, 0, 2, 3, 1)",Ottawa
15662,"(3, 1, 0, 2, 3, 2)",Luxembourg
15663,"(3, 1, 0, 2, 3, 3)",Ottawa
15664,"(3, 1, 0, 3, 0, 0)",Glasgow
15665,"(3, 1, 0, 3, 0, 1)",Glasgow
15666,"(3, 1, 0, 3, 0, 2)",Glasgow
15667,"(3, 1, 0, 3, 0, 3)",Lausanne
15668,"(3, 1, 0, 3, 1, 0)",Dresden
15669,"(3, 1, 0, 3, 1, 1)",Ottawa
15670,"(3, 1, 0, 3, 1, 2)",Dresden
15671,"(3, 1, 0, 3, 1, 3)",Lausanne
15672,"(3, 1, 0, 3, 2, 0)",Dresden
15673,"(3, 1, 0, 3, 2, 1)",Basel
15674,"(3, 1, 0, 3, 2, 2)",Dresden
15675,"(3, 1, 0, 3, 2, 3)",Dresden
15676,"(3, 1, 0, 3, 3, 0)",Ottawa
15677,"(3, 1, 0, 3, 3, 1)",Dresden
15678,"(3, 1, 0, 3, 3, 2)",Dresden
15679,"(3, 1, 0, 3, 3, 3)",Dresden
15680,"(3, 1, 1, 0, 0, 0)",Ottawa
15681,"(3, 1, 1, 0, 0, 1)",Glasgow
15682,"(3, 1, 1, 0, 0, 2)",Glasgow
